trial	response_time
1	895
2	807
3	897
4	339
5	484
6	383
7	324
8	368
9	315
10	243
11	382
12	300
13	263
14	322
15	313
16	471
17	373
18	421
19	286
20	280
21	338
22	450
23	353
24	297
25	397
26	370
27	450
28	389
29	379
30	351
31	290
32	517
33	301
34	336
35	409
36	467
37	362
38	339
39	403
40	297
41	307
42	284
43	353
44	700
45	284
46	447
47	334
