trial	response_time
1	295
2	320
3	349
4	399
5	483
6	349
7	391
8	395
9	570
10	287
11	433
12	421
13	421
14	312
15	349
16	294
17	332
18	299
19	483
20	399
21	393
22	325
23	350
24	358
25	465
26	417
27	364
28	350
29	483
30	355
31	652
32	324
33	483
34	355
35	331
36	387
37	319
38	393
39	375
40	418
41	527
42	380
43	416
44	595
45	361
46	322
47	501
