trial	response_time
1	331
2	390
3	324
4	325
5	531
6	324
7	312
8	346
9	304
10	337
11	366
12	316
13	439
14	339
15	326
16	463
17	423
18	348
19	341
20	287
21	430
22	319
23	640
24	469
25	363
26	431
27	1101
28	355
29	376
30	342
31	311
32	395
33	264
34	393
35	444
36	296
37	311
38	374
39	249
40	278
41	341
42	635
43	313
44	306
45	313
46	332
47	244
48	1045
49	348
50	269
