trial	response_time
1	365
2	458
3	526
4	517
5	366
6	427
7	517
8	365
9	490
10	402
11	516
12	340
13	321
14	344
15	357
16	500
17	603
18	398
19	419
20	503
21	399
22	540
23	345
24	494
25	398
26	347
27	408
28	467
29	357
30	450
31	462
32	448
33	355
34	361
35	326
36	646
37	352
38	446
39	425
40	339
41	313
42	160
43	349
44	370
45	328
46	312
47	367
48	717
49	452
50	360
