trial	response_time
1	266
2	302
3	276
4	279
5	299
6	338
7	333
8	326
9	237
10	274
11	282
12	221
13	279
14	535
15	378
16	302
17	473
18	277
19	416
20	278
21	349
22	473
23	684
24	379
25	237
26	281
27	459
28	281
29	328
30	278
31	334
32	309
33	367
34	285
35	372
36	274
37	257
38	327
39	261
40	229
41	409
42	288
43	292
44	310
45	304
46	263
47	473
48	297
49	272
50	277
