trial	response_time
1	246
2	264
3	317
4	288
5	229
6	391
7	431
8	350
9	283
10	563
11	580
12	485
13	283
14	241
15	378
16	283
17	305
18	283
19	494
20	393
21	531
22	283
23	284
24	262
25	350
26	291
27	453
28	371
29	317
30	290
31	483
32	283
33	249
34	260
35	301
36	417
37	283
38	323
39	358
40	284
41	312
42	317
43	425
44	262
45	315
46	283
47	507
48	350
