trial	response_time
1	302
2	368
3	349
4	292
5	428
6	321
7	350
8	316
9	349
10	391
11	351
12	356
13	358
14	549
15	361
16	325
17	750
18	350
19	397
20	350
21	349
22	374
23	417
24	351
25	350
26	485
27	367
28	520
29	315
30	298
31	566
32	350
33	444
34	366
35	354
36	483
37	302
38	350
39	318
40	380
41	380
42	458
43	483
44	353
45	286
46	285
