trial	response_time
1	625
2	563
3	358
4	462
5	573
6	421
7	585
8	813
9	357
10	454
11	526
12	418
13	344
14	388
15	339
16	436
17	474
18	560
19	362
20	453
21	386
22	333
23	350
24	444
25	428
26	368
27	643
28	370
29	313
30	662
31	681
32	576
33	300
34	427
35	402
36	586
37	355
38	575
39	391
40	378
41	396
42	723
43	450
44	476
45	324
46	362
47	516
48	467
49	558
50	513
