trial	response_time
1	263
2	258
3	232
4	247
5	360
6	222
7	353
8	250
9	231
10	236
11	303
12	329
13	270
14	247
15	1331
16	1492
17	2141
18	756
19	531
20	575
21	623
22	437
23	212
24	254
25	314
26	238
27	232
28	71
29	229
30	255
31	278
32	278
33	296
34	298
35	260
36	285
37	273
38	292
39	245
40	234
41	245
42	423
43	293
44	240
45	214
46	256
47	285
48	273
49	230
50	199
