trial	response_time
1	373
2	330
3	376
4	390
5	319
6	283
7	303
8	379
9	356
10	355
11	283
12	311
13	373
14	376
15	306
16	416
17	326
18	416
19	359
20	349
21	431
22	364
23	328
24	350
25	386
26	351
27	332
28	397
29	384
30	315
31	313
32	311
33	302
34	416
35	382
36	322
37	416
38	283
39	327
40	450
41	330
42	350
43	433
44	350
45	350
46	316
47	380
