trial	response_time
1	267
2	302
3	285
4	269
5	389
6	274
7	258
8	405
9	281
10	279
11	415
12	323
13	306
14	314
15	274
16	314
17	378
18	311
19	295
20	327
21	255
22	386
23	439
24	321
25	346
26	328
27	664
28	362
29	367
30	308
31	349
32	282
33	274
34	274
35	442
36	309
37	444
38	311
39	368
40	372
41	353
42	358
43	300
44	476
45	380
46	377
47	302
48	355
49	403
50	294
