trial	response_time
1	247
2	358
3	286
4	273
5	296
6	736
7	298
8	294
9	263
10	308
11	402
12	291
13	583
14	667
15	384
16	373
17	281
18	291
19	447
20	378
21	325
22	6
23	296
24	420
25	303
26	241
27	259
28	268
29	917
30	2140
31	285
32	304
33	354
34	355
35	1333
36	326
37	311
38	497
39	394
40	314
41	266
42	373
43	4460
44	626
45	318
46	322
47	320
48	845
49	391
50	251
