trial	response_time
1	305
2	442
3	319
4	372
5	491
6	362
7	611
8	340
9	577
10	318
11	464
12	334
13	436
14	253
15	323
16	514
17	406
18	405
19	341
20	408
21	326
22	544
23	370
24	329
25	386
26	480
27	445
28	460
29	965
30	338
31	406
32	333
33	504
34	539
35	270
36	693
37	370
38	322
39	313
40	740
41	302
42	393
43	483
44	451
45	331
46	404
47	493
48	382
49	345
50	402
