trial	response_time
1	298
2	284
3	359
4	317
5	262
6	1668
7	339
8	414
9	455
10	332
11	396
12	317
13	314
14	436
15	395
16	299
17	2997
18	520
19	466
20	346
21	320
22	430
23	263
24	400
25	1038
26	430
27	525
28	494
29	277
30	368
31	922
32	283
33	318
34	848
35	315
36	395
37	490
38	587
39	326
40	579
41	340
42	1349
43	422
44	379
45	226
46	360
