trial	response_time
1	318
2	330
3	458
4	293
5	262
6	284
7	319
8	303
9	296
10	332
11	436
12	293
13	280
14	331
15	355
16	287
17	339
18	296
19	419
20	287
21	308
22	408
23	309
24	335
25	304
26	293
27	334
28	276
29	269
30	265
31	284
32	279
33	413
34	291
35	298
36	376
37	398
38	316
39	268
40	291
41	412
42	314
43	379
44	336
45	352
46	337
47	289
48	287
