trial	response_time
1	253
2	390
3	272
4	235
5	291
6	231
7	416
8	325
9	291
10	326
11	286
12	239
13	244
14	285
15	290
16	362
17	254
18	246
19	372
20	390
21	409
22	294
23	280
24	316
25	269
26	366
27	254
28	275
29	385
30	302
31	357
32	317
33	238
34	272
35	313
36	351
37	348
38	290
39	492
40	297
41	257
42	234
43	295
44	241
45	383
46	302
47	280
48	419
49	302
50	286
51	276
