trial	response_time
1	476
2	327
3	416
4	353
5	291
6	389
7	297
8	396
9	927
10	625
11	306
12	380
13	616
14	483
15	329
16	532
17	350
18	397
19	1281
20	376
21	372
22	487
23	434
24	333
25	491
26	378
27	515
28	895
29	483
30	371
31	371
32	715
33	450
34	379
35	1149
36	416
37	618
38	1263
39	361
40	390
41	416
42	490
43	483
44	445
45	1161
46	350
