trial	response_time
1	308
2	310
3	303
4	283
5	325
6	530
7	350
8	296
9	354
10	283
11	330
12	365
13	308
14	293
15	384
16	349
17	368
18	331
19	349
20	378
21	292
22	288
23	311
24	370
25	295
26	295
27	416
28	307
29	283
30	350
31	293
32	418
33	368
34	350
35	310
36	356
37	320
38	349
39	283
40	349
41	368
42	315
43	351
44	374
45	349
46	318
47	295
