trial	response_time
1	360
2	299
3	385
4	557
5	933
6	684
7	528
8	341
9	516
10	2305
11	332
12	431
13	551
14	333
15	345
16	261
17	302
18	642
19	494
20	524
21	321
22	407
23	362
24	347
25	528
26	312
27	800
28	2317
29	530
30	327
31	338
32	392
33	346
34	308
35	401
36	320
37	3410
38	338
39	400
40	491
41	512
42	481
43	368
44	1417
45	577
46	599
47	395
48	293
49	877
