trial	response_time
1	303
2	283
3	287
4	295
5	295
6	267
7	304
8	287
9	293
10	350
11	284
12	330
13	283
14	416
15	313
16	284
17	417
18	283
19	283
20	311
21	299
22	266
23	349
24	284
25	321
26	254
27	363
28	304
29	350
30	483
31	303
32	283
33	362
34	253
35	303
36	291
37	266
38	303
39	267
40	283
41	357
42	288
43	300
44	283
45	287
46	315
47	283
