trial	response_time
1	295
2	322
3	331
4	1345
5	307
6	530
7	277
8	344
9	428
10	247
11	407
12	293
13	376
14	430
15	262
16	376
17	460
18	374
19	220
20	336
21	248
22	245
23	472
24	330
25	378
26	388
27	291
28	456
29	1709
30	429
31	313
32	312
33	1205
34	387
35	294
36	340
37	2992
38	364
39	269
40	305
41	368
42	348
43	261
44	5360
45	413
