trial	response_time
1	386
2	341
3	284
4	352
5	395
6	328
7	343
8	493
9	423
10	271
11	303
12	349
13	301
14	382
15	285
16	386
17	360
18	318
19	272
20	306
21	328
22	378
23	312
24	317
25	312
26	326
27	324
28	298
29	347
30	336
31	334
32	423
33	367
34	377
35	342
36	324
37	327
38	309
39	344
40	343
41	312
42	405
43	324
44	295
45	459
46	377
47	297
48	276
49	354
50	298
51	331
