trial	response_time
1	330
2	312
3	426
4	349
5	300
6	305
7	309
8	325
9	321
10	319
11	313
12	289
13	328
14	416
15	371
16	371
17	319
18	315
19	301
20	432
21	349
22	287
23	310
24	307
25	358
26	320
27	357
28	375
29	324
30	422
31	317
32	351
33	370
34	319
35	315
36	314
37	353
38	362
39	350
40	328
41	350
42	324
43	374
44	349
45	351
46	363
47	417
