trial	response_time
1	331
2	380
3	530
4	571
5	532
6	284
7	359
8	274
9	309
10	534
11	310
12	335
13	365
14	364
15	317
16	265
17	396
18	357
19	297
20	308
21	524
22	342
23	342
24	350
25	359
26	375
27	498
28	408
29	653
30	458
31	342
32	630
33	516
34	459
35	422
36	309
37	363
38	356
39	476
40	394
41	348
42	396
43	431
44	405
45	479
46	324
47	357
