trial	response_time
1	253
2	234
3	585
4	236
5	302
6	308
7	253
8	289
9	259
10	276
11	323
12	317
13	257
14	344
15	247
16	338
17	268
18	274
19	346
20	370
21	309
22	289
23	283
24	433
25	276
26	309
27	399
28	259
29	228
30	303
31	322
32	319
33	447
34	542
35	259
36	333
37	261
38	362
39	360
40	244
41	280
42	248
43	315
44	252
45	339
46	275
47	361
48	448
49	220
50	482
51	235
