trial	response_time
1	349
2	283
3	313
4	315
5	357
6	397
7	452
8	316
9	354
10	320
11	435
12	329
13	459
14	387
15	387
16	349
17	350
18	350
19	567
20	389
21	358
22	327
23	350
24	416
25	367
26	394
27	350
28	384
29	521
30	305
31	329
32	435
33	425
34	367
35	511
36	350
37	316
38	550
39	390
40	549
41	296
42	320
43	350
44	483
45	456
46	449
