trial	response_time
1	423
2	298
3	506
4	306
5	314
6	307
7	363
8	305
9	448
10	363
11	297
12	297
13	313
14	329
15	352
16	301
17	373
18	370
19	399
20	349
21	282
22	370
23	335
24	277
25	492
26	508
27	397
28	370
29	464
30	330
31	387
32	385
33	422
34	385
35	350
36	356
37	449
38	426
39	381
40	379
41	481
42	624
43	650
44	486
45	358
46	403
47	438
48	473
49	521
50	441
