trial	response_time
1	495
2	310
3	545
4	558
5	401
6	427
7	308
8	438
9	530
10	426
11	514
12	355
13	472
14	467
15	378
16	327
17	385
18	478
19	495
20	396
21	436
22	482
23	384
24	281
25	692
26	595
27	377
28	387
29	428
30	381
31	393
32	404
33	480
34	307
35	383
36	420
37	515
38	396
39	480
40	387
41	503
42	327
43	415
44	254
45	620
46	486
47	496
48	299
49	428
50	376
