trial	response_time
1	286
2	298
3	278
4	327
5	317
6	250
7	256
8	368
9	351
10	280
11	394
12	270
13	272
14	292
15	469
16	368
17	260
18	388
19	273
20	358
21	519
22	491
23	360
24	366
25	339
26	445
27	414
28	411
29	364
30	346
31	420
32	325
33	425
34	366
35	369
36	391
37	418
38	318
39	453
40	537
41	414
42	330
43	387
44	527
45	377
46	375
47	494
48	371
49	313
50	373
