trial	response_time
1	305
2	302
3	992
4	284
5	350
6	284
7	283
8	305
9	416
10	321
11	571
12	443
13	320
14	248
15	510
16	520
17	381
18	349
19	391
20	353
21	621
22	317
23	365
24	306
25	508
26	264
27	306
28	488
29	379
30	563
31	417
32	325
33	350
34	417
35	461
36	368
37	524
38	518
39	1130
40	570
41	263
42	283
43	1615
44	369
45	252
46	415
47	396
