trial	response_time
1	283
2	287
3	299
4	354
5	442
6	267
7	369
8	254
9	386
10	316
11	283
12	259
13	376
14	383
15	290
16	325
17	259
18	255
19	318
20	284
21	18
22	288
23	245
24	313
25	315
26	283
27	258
28	319
29	284
30	283
31	258
32	251
33	320
34	232
35	319
36	362
37	307
38	266
39	264
40	286
41	249
42	283
43	364
44	322
45	265
46	328
47	262
