trial	response_time
1	327
2	332
3	1710
4	439
5	268
6	343
7	437
8	320
9	318
10	580
11	337
12	434
13	59
14	303
15	386
16	271
17	245
18	271
19	97
20	268
21	248
22	259
23	366
24	342
25	360
26	321
27	305
28	280
29	445
30	279
31	274
32	367
33	214
34	332
35	4
36	282
37	740
38	288
39	251
40	349
41	290
42	377
43	334
44	269
45	397
46	335
47	282
48	311
49	401
50	361
51	309
