trial	response_time
1	304
2	423
3	402
4	492
5	372
6	369
7	319
8	318
9	294
10	342
11	314
12	242
13	301
14	357
15	347
16	288
17	481
18	345
19	390
20	396
21	361
22	526
23	358
24	339
25	288
26	352
27	381
28	315
29	346
30	408
31	442
32	342
33	307
34	355
35	376
36	325
37	309
38	317
39	357
40	330
41	354
42	343
43	308
44	308
45	548
46	345
47	319
48	354
49	444
50	311
51	311
