trial	response_time
1	304
2	388
3	330
4	251
5	292
6	288
7	285
8	351
9	350
10	599
11	392
12	350
13	350
14	350
15	150
16	317
17	299
18	483
19	315
20	266
21	288
22	418
23	349
24	349
25	365
26	399
27	583
28	320
29	485
30	292
31	314
32	305
33	323
34	487
35	310
36	561
37	553
38	353
39	322
40	350
41	365
42	328
43	375
44	329
45	447
46	417
47	350
