trial	response_time
1	310
2	307
3	291
4	291
5	397
6	381
7	321
8	365
9	350
10	283
11	354
12	332
13	332
14	438
15	357
16	369
17	442
18	349
19	350
20	320
21	311
22	491
23	416
24	308
25	349
26	416
27	371
28	328
29	356
30	466
31	316
32	379
33	308
34	376
35	305
36	283
37	298
38	306
39	319
40	323
41	429
42	351
43	322
44	389
45	354
46	416
47	317
